1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 166, 0, 0, 0, 21, 16, 274, 1752, 2721, 277, 0, 0, 277, 218, 945, 21338, 40916, 5910, 119, 0, 157, 26, 1325, 27262, 65559, 12015, 421, 0, 1, 3, 399, 8293, 22375, 7034, 854, 7, 0, 0, 35, 1023, 2829, 2169, 773, 34, 0, 0, 0, 23, 101, 112, 171, 44, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 47, 0, 0, 0, 0, 0, 0, 15, 3294, 518, 0, 0, 0, 0, 0, 20, 314, 37400, 2903, 0, 0, 0, 0, 1, 844, 2698, 128414, 1478, 0, 0, 0, 1, 24, 772, 7870, 100661, 193, 0, 0, 0, 0, 123, 27, 2720, 13987, 11, 0, 0, 0, 0, 10, 0, 398, 3100, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 129, 35, 0, 0, 0, 0, 0, 10, 122, 6568, 479, 0, 0, 0, 0, 2, 288, 681, 23137, 205, 0, 0, 0, 0, 5, 302, 1294, 16385, 17, 0, 0, 0, 0, 63, 51, 380, 1284, 0, 0, 0, 0, 0, 15, 0, 40, 30, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 0, 0, 0, 0, 0, 0, 69, 2920, 120, 0, 0, 0, 0, 0, 44, 487, 28669, 550, 0, 0, 0, 0, 2, 927, 2217, 130680, 365, 0, 0, 0, 0, 0, 540, 4138, 83018, 264, 0, 0, 0, 0, 143, 81, 2120, 40438, 12, 0, 0, 0, 0, 13, 2, 595, 5149, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 17, 375, 8063, 28, 0, 0, 0, 0, 24, 1814, 31754, 977, 0, 0, 0, 0, 4, 303, 6015, 767, 0, 0, 0, 0, 1, 70, 476, 97, 7, 0, 0, 0, 0, 4, 9, 37, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 0, 0, 0, 0, 0, 0, 86, 5021, 193, 0, 0, 0, 0, 1, 273, 546, 21955, 133, 0, 0, 0, 1, 7, 254, 1032, 7137, 7, 0, 0, 0, 0, 61, 5, 205, 602, 0, 0, 0, 0, 4, 38, 1, 18, 17, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 12, 0, 0, 0, 0, 0, 0, 12, 867, 195, 0, 0, 0, 0, 0, 20, 426, 88111, 2196, 0, 0, 0, 0, 0, 970, 6367, 166668, 269, 0, 0, 0, 0, 3, 485, 5171, 25226, 31, 0, 0, 0, 2, 208, 29, 549, 5743, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 2534, 1709, 35, 0, 0, 0, 1, 668, 24345, 10603, 323, 0, 0, 0, 0, 211, 12816, 8668, 134, 0, 0, 0, 0, 33, 2627, 2023, 64, 12, 0, 0, 0, 16, 542, 371, 16, 16, 0, 0, 0, 20, 125, 67, 6, 13, 0, 0, 0, 16, 150, 97, 5, 1, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 165, 0, 0, 0, 0, 0, 16, 356, 30775, 740, 0, 0, 0, 0, 2, 411, 2224, 39240, 283, 0, 0, 0, 0, 3, 307, 1680, 13605, 7, 0, 0, 0, 1, 66, 15, 505, 889, 0, 0, 0, 0, 0, 13, 0, 47, 129, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 541, 47, 0, 0, 0, 0, 0, 13, 197, 7252, 666, 0, 0, 0, 0, 1, 490, 679, 37010, 576, 0, 0, 0, 1, 10, 384, 2504, 37083, 37, 0, 0, 0, 0, 69, 2, 984, 3245, 0, 0, 0, 0, 0, 0, 0, 2, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 78, 0, 0, 0, 0, 0, 0, 110, 12636, 924, 0, 0, 0, 0, 0, 31, 949, 64129, 1464, 0, 0, 0, 0, 1, 538, 4218, 79731, 565, 0, 0, 0, 0, 4, 591, 3496, 46193, 85, 0, 0, 0, 1, 142, 22, 1890, 6568, 0, 0, 0, 0, 0, 3, 0, 52, 20, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2965, 95, 0, 0, 0, 0, 0, 37, 731, 27000, 207, 0, 0, 0, 0, 1, 414, 1224, 28457, 131, 0, 0, 0, 1, 4, 237, 1483, 18625, 64, 0, 0, 0, 0, 31, 22, 342, 6605, 23, 0, 0, 0, 0, 20, 0, 259, 2821, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 25, 1290, 189, 0, 0, 0, 0, 0, 108, 127, 10836, 151, 0, 0, 0, 0, 2, 273, 713, 11171, 76, 0, 0, 0, 1, 132, 69, 563, 9134, 6, 0, 0, 1, 1, 126, 0, 338, 2287, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 996, 369, 0, 0, 0, 0, 0, 17, 263, 19136, 1186, 0, 0, 0, 0, 1, 283, 1188, 35953, 380, 0, 0, 0, 0, 3, 322, 2479, 21757, 53, 0, 0, 0, 2, 196, 64, 1050, 5039, 15, 0, 0, 0, 0, 65, 0, 143, 1416, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1607, 245, 0, 0, 0, 0, 0, 29, 523, 22979, 391, 0, 0, 0, 0, 0, 241, 982, 30550, 729, 0, 0, 0, 0, 8, 523, 1402, 44573, 386, 0, 0, 0, 1, 234, 173, 2110, 38999, 78, 0, 0, 0, 0, 44, 1, 2280, 18193, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 1439, 336, 0, 0, 0, 0, 0, 23, 712, 79569, 463, 0, 0, 0, 0, 0, 490, 3261, 47525, 156, 0, 0, 0, 0, 5, 303, 1284, 20789, 51, 0, 0, 0, 1, 134, 42, 851, 7360, 12, 0, 0, 1, 0, 139, 0, 177, 2150, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 44, 153, 617, 2901, 791, 0, 0, 9, 130, 587, 3029, 13034, 2225, 0, 0, 0, 76, 506, 5920, 23972, 2943, 0, 0, 0, 16, 754, 15791, 59465, 10266, 4, 0, 0, 10, 392, 10436, 46595, 12088, 21, 0, 0, 1, 95, 1821, 7150, 3274, 26, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 258, 88, 0, 0, 0, 0, 0, 28, 369, 22477, 250, 0, 0, 0, 0, 0, 283, 1267, 21748, 28, 0, 0, 0, 0, 5, 113, 385, 2058, 0, 0, 0, 0, 1, 37, 34, 87, 634, 2, 0, 0, 2, 2, 81, 1, 179, 196, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 43, 0, 0, 0, 0, 0, 2, 49, 5020, 681, 0, 0, 0, 0, 1, 171, 347, 66089, 2357, 0, 0, 0, 0, 3, 1200, 3920, 238455, 2941, 0, 0, 0, 1, 953, 394, 16360, 192619, 131, 0, 0, 1, 1, 117, 1, 2796, 15484, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 33, 6383, 812, 0, 0, 0, 0, 0, 29, 975, 58352, 773, 0, 0, 0, 0, 1, 478, 3744, 41319, 70, 0, 0, 0, 1, 4, 146, 971, 6865, 24, 0, 0, 0, 0, 81, 46, 345, 1566, 4, 0, 0, 0, 0, 35, 1, 94, 746, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 40, 120, 2948, 3145, 555, 0, 0, 209, 226, 1133, 76248, 38920, 4749, 16, 0, 89, 26, 756, 36706, 28607, 3994, 38, 0, 69, 0, 321, 9856, 10282, 3467, 32, 0, 46, 0, 1, 1183, 751, 324, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1475, 359, 0, 0, 0, 0, 0, 0, 675, 90857, 6797, 0, 0, 0, 0, 0, 424, 6725, 441931, 2432, 0, 0, 0, 0, 0, 678, 21584, 155343, 79, 0, 0, 0, 0, 2, 60, 3006, 8762, 0, 0, 0, 0, 0, 0, 0, 60, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 32, 960, 163, 0, 0, 0, 0, 161, 1616, 26092, 2357, 0, 0, 0, 1, 648, 4562, 121903, 13123, 13, 0, 0, 0, 208, 1211, 34127, 9356, 62, 0, 0, 0, 57, 236, 5617, 2191, 143, 0, 0, 0, 0, 13, 217, 73, 2, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 11, 656, 280, 0, 0, 0, 4, 200, 1211, 19032, 6349, 0, 0, 0, 0, 288, 1860, 43478, 15619, 127, 6, 0, 4, 91, 1355, 45354, 21628, 397, 20, 0, 0, 0, 119, 5188, 1768, 27, 33, 0, 0, 0, 33, 481, 893, 307, 40, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 4908, 116, 0, 0, 0, 0, 0, 46, 519, 14045, 320, 0, 0, 0, 0, 1, 287, 832, 33621, 179, 0, 0, 0, 0, 2, 459, 1418, 42963, 109, 0, 0, 0, 1, 214, 84, 1851, 21873, 0, 0, 0, 0, 0, 0, 0, 8, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 0, 20, 1587, 309, 0, 0, 0, 0, 0, 31, 623, 48328, 1286, 0, 0, 0, 0, 1, 687, 2668, 63431, 457, 0, 0, 0, 1, 15, 305, 3766, 40688, 33, 0, 0, 0, 0, 10, 0, 702, 2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 0, 0, 0, 0, 0, 5, 267, 8453, 731, 0, 0, 0, 0, 1, 447, 902, 30393, 122, 0, 0, 0, 0, 3, 153, 1430, 7579, 1, 0, 0, 0, 0, 0, 0, 26, 78, 0, 0, 0, 0, 0, 0, 0, 1, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 1, 22, 311, 5427, 2105, 102, 0, 0, 113, 142, 1614, 36270, 12637, 1229, 0, 0, 128, 21, 663, 16907, 6592, 829, 5, 0, 20, 4, 307, 2994, 1490, 993, 71, 0, 10, 12, 155, 561, 147, 154, 38, 5, 0, 7, 0, 9, 0, 3, 5, 3, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 10, 27, 314, 2964, 1056, 0, 0, 37, 45, 355, 10081, 33321, 6853, 12, 0, 157, 2, 602, 18805, 95397, 33748, 572, 0, 269, 14, 438, 9788, 56538, 26152, 113, 0, 64, 0, 11, 370, 3513, 844, 541, 0, 0, 0, 0, 0, 28, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 511, 402, 3, 0, 0, 69, 50, 177, 9706, 15771, 611, 0, 0, 135, 15, 416, 10894, 20325, 830, 0, 0, 36, 1, 71, 3344, 3999, 846, 1, 0, 0, 0, 1, 82, 7, 76, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 954, 132, 0, 0, 0, 0, 0, 19, 460, 54396, 867, 0, 0, 0, 0, 3, 666, 3568, 74869, 283, 0, 0, 0, 0, 3, 344, 2887, 27266, 1, 0, 0, 0, 0, 25, 10, 179, 260, 0, 0, 0, 0, 1, 18, 1, 33, 14, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 677, 120, 0, 0, 0, 0, 0, 2, 265, 37047, 1726, 0, 0, 0, 0, 1, 1064, 3479, 150849, 684, 0, 0, 0, 0, 5, 510, 5843, 62065, 60, 0, 0, 0, 0, 92, 34, 986, 5743, 0, 0, 0, 0, 0, 0, 0, 75, 114, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 470, 70, 0, 0, 0, 0, 0, 0, 670, 76244, 564, 0, 0, 0, 0, 0, 228, 4896, 50601, 69, 0, 0, 0, 0, 1, 99, 549, 7088, 39, 0, 0, 0, 0, 2, 140, 384, 4445, 5, 0, 0, 0, 0, 37, 63, 235, 1823, 4, 0, 0, 0, 0, 89, 0, 171, 783, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 734, 77, 0, 0, 0, 0, 0, 0, 26, 10415, 1334, 0, 0, 0, 0, 0, 44, 1173, 430764, 32328, 0, 0, 0, 0, 2, 3191, 31721, 1753228, 16246, 0, 0, 0, 0, 23, 2717, 87631, 1413034, 1805, 0, 0, 0, 0, 418, 54, 24213, 142203, 19, 0, 0, 0, 0, 59, 0, 1148, 9474, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 32, 1885, 155, 0, 0, 0, 0, 0, 14, 309, 26698, 2763, 0, 0, 0, 0, 0, 591, 2257, 139625, 2356, 0, 0, 0, 1, 14, 912, 7818, 144265, 465, 0, 0, 0, 2, 359, 90, 5235, 25991, 32, 0, 0, 0, 0, 80, 0, 594, 3467, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 1542, 4735, 1896, 97, 0, 0, 26, 617, 14770, 57015, 29835, 1112, 0, 0, 0, 422, 10005, 56864, 36272, 1453, 0, 0, 0, 151, 6302, 43203, 29717, 832, 0, 0, 3, 104, 3150, 25298, 17732, 302, 0, 0, 0, 0, 540, 13655, 7656, 92, 0, epithelium
